ProductID,ProductName,Manufacturer,YearOfManufacture,ProductType,MaterialPlastic,MaterialMetal,MaterialGlass,RecyclabilityScore,CO2Emissions,RepairCost,RepairFrequency,RepairabilityScore,EndOfLifeOption,SupplierLocation
917,Product_917,CompanyC,2016,Appliances,12.149532710280374,85.04672897196261,2.803738317757009,2,515.288445877992,670.946326058288,4,8,Hazardous,Germany
918,Product_918,CompanyB,2009,Appliances,21.428571428571427,42.2077922077922,36.36363636363637,40,74.09864134225776,754.5814741093728,1,9,Recyclable,USA
919,Product_919,CompanyC,2001,Clothing,26.71232876712329,64.38356164383562,8.904109589041095,29,361.91963573300745,974.4469265930544,5,4,Hazardous,USA
920,Product_920,CompanyA,2012,Electronics,56.41025641025641,25.64102564102564,17.94871794871795,32,539.7292564321256,805.67689876999,6,2,Recyclable,Germany
921,Product_921,CompanyC,2018,Electronics,40.0,29.333333333333332,30.666666666666664,86,936.6593377186973,319.81278615432603,7,1,Hazardous,Germany
922,Product_922,CompanyB,2005,Appliances,8.383233532934131,51.49700598802395,40.119760479041915,65,541.2133551107853,363.3102533597189,1,2,Recyclable,Sweden
923,Product_923,CompanyC,2013,Appliances,51.36612021857923,31.147540983606557,17.48633879781421,12,80.23053086807421,703.6460668422044,6,8,Recyclable,Germany
924,Product_924,CompanyA,2005,Clothing,45.23809523809524,44.44444444444444,10.317460317460316,76,235.1248455491101,226.87957059921166,2,6,Recyclable,Germany
925,Product_925,CompanyB,2020,Clothing,21.0,29.5,49.5,33,187.32068376090734,359.12271210996863,4,6,Recyclable,Sweden
926,Product_926,CompanyC,2014,Clothing,52.84090909090909,23.295454545454543,23.863636363636363,87,944.3976338192847,812.0486412263333,8,4,Hazardous,Germany
927,Product_927,CompanyA,2011,Clothing,49.735449735449734,17.46031746031746,32.804232804232804,78,170.0499347871481,849.7052789746008,0,10,Recyclable,Germany
928,Product_928,CompanyB,2019,Clothing,45.27027027027027,32.432432432432435,22.2972972972973,52,379.11347786953195,493.99413513269,0,10,Hazardous,Sweden
929,Product_929,CompanyB,2002,Appliances,37.3134328358209,25.37313432835821,37.3134328358209,1,890.2924972285166,731.7043530025719,7,4,Recyclable,USA
930,Product_930,CompanyC,2007,Clothing,34.70319634703196,44.74885844748858,20.54794520547945,28,242.99837967849564,927.1088468261316,3,3,Recyclable,Germany
931,Product_931,CompanyA,2016,Electronics,21.052631578947366,25.146198830409354,53.80116959064327,10,581.3385592833835,839.6209589804124,7,5,Hazardous,Germany
932,Product_932,CompanyA,2016,Clothing,33.33333333333333,18.0,48.66666666666667,24,559.4025830433932,194.37334078563265,6,8,Hazardous,China
933,Product_933,CompanyC,2012,Appliances,27.167630057803464,23.699421965317917,49.13294797687861,2,460.7720926858748,842.198097444489,5,2,Recyclable,Germany
934,Product_934,CompanyC,2007,Appliances,26.237623762376238,47.02970297029702,26.732673267326735,58,967.8286112287652,444.29499408107716,6,8,Hazardous,Germany
935,Product_935,CompanyB,2000,Electronics,37.185929648241206,44.221105527638194,18.592964824120603,25,345.28604283840525,926.710079871551,5,9,Recyclable,Germany
936,Product_936,CompanyC,2023,Appliances,19.383259911894275,42.290748898678416,38.32599118942731,37,499.0103630763625,510.3116448704109,8,10,Hazardous,Germany
937,Product_937,CompanyA,2022,Electronics,52.17391304347826,39.130434782608695,8.695652173913043,72,755.1141715423631,649.1366956057396,1,9,Hazardous,China
938,Product_938,CompanyC,2023,Electronics,18.181818181818183,57.85123966942148,23.96694214876033,24,597.2527329659544,165.33208960458157,6,4,Hazardous,China
939,Product_939,CompanyB,2016,Clothing,31.020408163265305,32.244897959183675,36.734693877551024,97,847.272344342728,131.78866472832607,1,6,Hazardous,China
940,Product_940,CompanyA,2021,Electronics,31.446540880503143,35.22012578616352,33.33333333333333,20,531.5940042514666,631.142240216447,3,9,Recyclable,USA
941,Product_941,CompanyC,2017,Electronics,21.782178217821784,34.65346534653465,43.56435643564357,95,184.3306975046454,376.63153941257997,3,3,Hazardous,USA
942,Product_942,CompanyA,2013,Appliances,35.46511627906977,51.74418604651163,12.790697674418606,23,60.18113863239736,630.3646652469535,7,6,Hazardous,China
943,Product_943,CompanyA,2017,Appliances,44.1025641025641,44.1025641025641,11.794871794871794,5,655.0892597952993,995.8549983642649,4,6,Hazardous,China
944,Product_944,CompanyB,2023,Appliances,51.578947368421055,18.421052631578945,30.0,29,118.76687748235258,405.9987734364411,2,7,Hazardous,Sweden
945,Product_945,CompanyB,2015,Clothing,70.43478260869566,6.086956521739131,23.47826086956522,40,89.99558993256056,180.1959975867797,4,7,Hazardous,China
946,Product_946,CompanyB,2015,Electronics,4.854368932038835,45.63106796116505,49.51456310679612,94,489.5336957672894,996.5610955442125,3,5,Hazardous,USA
947,Product_947,CompanyA,2001,Clothing,44.16243654822335,12.690355329949238,43.14720812182741,48,131.97158627177018,159.41401359739223,2,6,Hazardous,Sweden
948,Product_948,CompanyB,2015,Clothing,37.17948717948718,30.76923076923077,32.05128205128205,72,616.070648126923,622.5592735231431,2,6,Hazardous,Sweden
949,Product_949,CompanyA,2017,Clothing,48.68421052631579,19.736842105263158,31.57894736842105,29,727.2300429016321,578.3253815672472,1,5,Recyclable,Sweden
950,Product_950,CompanyC,2002,Electronics,48.95833333333333,50.520833333333336,0.5208333333333333,92,379.9280829432189,428.31264640987376,6,3,Recyclable,USA
951,Product_951,CompanyA,2016,Clothing,32.926829268292686,23.170731707317074,43.90243902439025,72,384.2778485985538,549.7140695086953,4,4,Recyclable,China
952,Product_952,CompanyA,2000,Clothing,26.046511627906977,33.02325581395349,40.93023255813954,80,165.18975942370065,924.0382568876349,8,4,Recyclable,China
953,Product_953,CompanyA,2020,Appliances,67.2,26.400000000000002,6.4,85,581.8784862718202,776.3836278615968,0,7,Hazardous,USA
954,Product_954,CompanyA,2000,Electronics,14.615384615384617,10.0,75.38461538461539,93,824.4101484172041,84.59762798252969,4,3,Recyclable,USA
955,Product_955,CompanyB,2011,Appliances,16.363636363636363,40.909090909090914,42.72727272727273,82,356.6478356093016,654.782838863816,7,4,Hazardous,Sweden
956,Product_956,CompanyC,2000,Appliances,24.46808510638298,72.3404255319149,3.1914893617021276,71,186.04127367994033,991.0740937791943,2,1,Recyclable,Sweden
957,Product_957,CompanyC,2017,Appliances,27.54491017964072,48.50299401197605,23.952095808383234,26,898.4301938613812,548.980302908619,7,5,Recyclable,China
958,Product_958,CompanyB,2023,Appliances,37.64705882352941,56.470588235294116,5.88235294117647,82,838.3974559826045,248.0477959006236,1,2,Hazardous,China
959,Product_959,CompanyA,2019,Appliances,10.948905109489052,66.42335766423358,22.62773722627737,48,283.88298958986877,614.4050713205689,5,8,Hazardous,Germany
960,Product_960,CompanyA,2014,Clothing,53.84615384615385,3.8461538461538463,42.30769230769231,83,886.3051279768163,495.2146377556182,1,5,Hazardous,China
961,Product_961,CompanyB,2001,Appliances,40.74074074074074,57.407407407407405,1.8518518518518516,3,531.8764914254,636.6798058821671,4,1,Recyclable,Germany
962,Product_962,CompanyA,2007,Appliances,13.698630136986301,86.3013698630137,0.0,54,497.4621459402162,618.4038522427323,6,10,Recyclable,Sweden
963,Product_963,CompanyA,2018,Electronics,35.714285714285715,48.41269841269841,15.873015873015872,78,645.8308104608307,820.3786844376757,2,2,Recyclable,Germany
964,Product_964,CompanyA,2009,Appliances,19.021739130434785,51.08695652173913,29.891304347826086,62,626.8893515217128,407.9038930587042,9,9,Hazardous,China
965,Product_965,CompanyB,2002,Clothing,32.95454545454545,31.818181818181817,35.22727272727273,11,83.59816359969264,517.5999319892728,7,7,Hazardous,China
966,Product_966,CompanyA,2005,Electronics,65.85365853658537,28.455284552845526,5.691056910569105,41,70.25973868350385,800.7075551511388,6,9,Hazardous,Germany
967,Product_967,CompanyA,2004,Clothing,43.86792452830189,12.264150943396226,43.86792452830189,48,193.90787256493178,607.8683504400583,1,2,Hazardous,Sweden
968,Product_968,CompanyB,2006,Clothing,37.83783783783784,43.78378378378379,18.37837837837838,79,694.798257206382,560.5978562408106,4,8,Recyclable,Germany
969,Product_969,CompanyA,2023,Clothing,22.807017543859647,45.614035087719294,31.57894736842105,14,178.39447891507524,441.4924660750434,8,7,Hazardous,Germany
970,Product_970,CompanyB,2021,Electronics,7.03125,42.96875,50.0,82,404.22742679115714,877.7478299918178,2,1,Hazardous,Germany
971,Product_971,CompanyC,2017,Appliances,34.104046242774565,36.41618497109826,29.47976878612717,70,785.6979168305637,113.26360545406516,1,8,Recyclable,USA
972,Product_972,CompanyC,2015,Electronics,6.666666666666667,38.333333333333336,55.00000000000001,100,343.9201520533367,792.1325662466904,1,7,Hazardous,Sweden
973,Product_973,CompanyB,2004,Appliances,22.790697674418606,33.95348837209302,43.25581395348837,83,951.725721045124,783.6472274036095,0,7,Hazardous,Germany
974,Product_974,CompanyB,2023,Appliances,48.148148148148145,20.37037037037037,31.48148148148148,51,981.5876018136445,472.7591339738019,5,6,Recyclable,China
975,Product_975,CompanyC,2020,Appliances,42.71844660194174,35.92233009708738,21.35922330097087,94,860.1514516235858,479.4758109404135,5,6,Recyclable,China
976,Product_976,CompanyC,2007,Appliances,1.680672268907563,28.57142857142857,69.74789915966386,4,279.5882934748365,452.752635294662,1,4,Hazardous,Germany
977,Product_977,CompanyA,2010,Clothing,29.411764705882355,58.235294117647065,12.352941176470589,47,99.05941243815883,158.77102266429318,5,1,Hazardous,Germany
978,Product_978,CompanyA,2019,Clothing,53.48837209302325,0.0,46.51162790697674,80,698.8945259865792,656.2456482394449,1,6,Hazardous,Sweden
979,Product_979,CompanyB,2020,Clothing,49.30555555555556,5.555555555555555,45.13888888888889,41,582.4619453238416,279.45357308764306,1,2,Recyclable,China
980,Product_980,CompanyA,2013,Electronics,26.717557251908396,38.16793893129771,35.11450381679389,11,447.0039603334278,604.427469325313,0,3,Recyclable,USA
981,Product_981,CompanyC,2009,Clothing,39.148936170212764,21.70212765957447,39.148936170212764,11,986.738568011758,295.7393913541806,0,9,Recyclable,Sweden
982,Product_982,CompanyB,2002,Appliances,24.242424242424242,15.757575757575756,60.0,56,873.8511096036156,499.95510503995024,8,3,Hazardous,China
983,Product_983,CompanyA,2012,Electronics,39.63414634146341,15.24390243902439,45.1219512195122,69,808.0537867262202,609.833104529828,2,2,Recyclable,Germany
984,Product_984,CompanyA,2013,Electronics,64.08450704225352,10.56338028169014,25.352112676056336,90,361.0040145577947,290.24499721996347,0,9,Hazardous,Sweden
985,Product_985,CompanyC,2006,Appliances,43.05555555555556,20.833333333333336,36.11111111111111,87,135.7824387602784,599.2618722009761,7,7,Recyclable,China
986,Product_986,CompanyC,2011,Appliances,22.905027932960895,40.22346368715084,36.87150837988827,97,450.1352893219248,488.3924797509792,9,10,Hazardous,USA
987,Product_987,CompanyA,2005,Electronics,14.864864864864865,37.83783783783784,47.2972972972973,67,985.9115123821134,784.3822813723068,3,1,Recyclable,China
988,Product_988,CompanyB,2005,Electronics,15.32258064516129,50.806451612903224,33.87096774193548,67,943.0367191138596,580.8486835256675,1,10,Hazardous,Sweden
989,Product_989,CompanyC,2021,Electronics,43.0,42.0,15.0,12,722.241560572763,410.9542539212792,4,7,Recyclable,China
990,Product_990,CompanyC,2009,Clothing,39.2,21.6,39.2,62,177.23719023170418,86.9686801289358,0,9,Recyclable,Sweden
991,Product_991,CompanyB,2007,Appliances,37.12871287128713,47.524752475247524,15.346534653465346,40,331.20490849621245,76.68869103883955,7,8,Recyclable,Sweden
992,Product_992,CompanyC,2017,Appliances,11.200000000000001,40.0,48.8,20,627.4230976272942,910.8190426539007,1,3,Hazardous,USA
993,Product_993,CompanyB,2009,Electronics,18.435754189944134,46.927374301675975,34.63687150837989,7,443.9962787932431,513.3609139148064,8,2,Hazardous,USA
994,Product_994,CompanyA,2012,Clothing,48.8235294117647,32.94117647058823,18.235294117647058,61,454.5928513844985,650.205744440441,4,8,Recyclable,China
995,Product_995,CompanyB,2002,Appliances,62.251655629139066,18.543046357615893,19.205298013245034,17,280.7446472790762,999.743866721216,9,7,Hazardous,Germany
996,Product_996,CompanyC,2014,Clothing,53.2608695652174,0.5434782608695652,46.19565217391305,82,917.7198682902775,267.08754072774514,2,9,Hazardous,Germany
997,Product_997,CompanyB,2019,Appliances,68.51851851851852,24.074074074074073,7.4074074074074066,91,915.8829042190406,668.7729765462947,3,9,Recyclable,Sweden
998,Product_998,CompanyB,2019,Electronics,70.52631578947368,28.421052631578945,1.0526315789473684,91,241.4716450784722,894.1883126149501,0,8,Recyclable,China
999,Product_999,CompanyB,2014,Electronics,2.6785714285714284,13.392857142857142,83.92857142857143,17,509.93335083609713,300.6225715983717,3,7,Hazardous,USA
1000,Product_1000,CompanyA,2023,Electronics,47.12643678160919,1.1494252873563218,51.724137931034484,47,975.0405642903352,384.6759680606045,3,1,Hazardous,Sweden
